,log,cluster
1254,"I'm rooting for a Ravens/Redskins Super Bowl. NY shouldn't be the only place talking about ""Subway Series"".",2
1255,"#oan this game next Sunday... #cowboys & redskins, win & ya in...playoffs that is!!!",2
1256,Cowboys will play Redskins in winner-take-all http://t.co/pi0IiiD2,2
1257,@joemihevc56 @vmarchese21 @nlacourse56 also Redskins have such a better defense! Luck has an older team who won 2 games last year. 10-5 now,2
1258,"RT @1traeRunz: I'm rooting for a Ravens/Redskins Super Bowl. NY shouldn't be the only place talking about ""Subway Series"".",2
1259,*Report as spam* RT @Dpat_Animal: Patriots RT @TheJadax: I want my TL 99% redskins tweets....rest of y'all fucks gotta go,1
1260,Redskins Have Broken NFL Records In 13 Of 15 Games,2
1261,YAAAAAY MY REDSKINS VS COWBOYS TICKETS CAME IN TODAY :),2
1262,Cowboys-Redskins clash moved to prime time: The Cowboys-Redskins game that will decide the ... http://t.co/6KIWUERx http://t.co/9oGL8WWG,4
1263,Man I heard the Redskins won 6 straight and are 4-0 in their last 4 division games.,2
1264,Represtin the skins today #redskins #RGIII  #1stplace http://t.co/X0EIyrwS,2
1265,What better way for a rivalry to come down to than the last game? Winner gets in playoffs. Redskins-cow hoes LETS GO SKINS!,2
1266,@Redskins @InsideNFLMedia . . .  YES SIR!!!. Shanahans running game has always been great !!!!!,2
1267,#redskins bottle opener my mom knows me too well #HTTR http://t.co/iK5Z3oup,2
1268,How bout the REDSKINS tho!! #HTTR #playoffs Let's Get It!!!!,2
1269,"@RealSkipBayless shut it skippy
U better b on the Redskins bandwagon!!!!",2
1270,@johnston_kelly Will be in DC 2 enjoy w/ friends. Gosh...it seems like decades sine #Redskins were operating on all cylinders.  :-).,2
1271,"NFL Rookie of the Year: Luck, RGIII or Russell Wilson?",2
1272,RT @mortreportEA From bad to worse: LG T.J. Lang been placed on IR by the #Redskins. #CCM,2
1273,RT @TheOnlyDamienB: My #Redskins are 9-6 <3,8
1274,RT @TheOnlyDamienB: #Hail to the Redskins #HTTR,8
1275,"The #Cowboys lost, but their playoff hopes are still alive in a crazy NFL world; Randy Galloway: http://t.co/3lJxlRet",2
1276,RT @newyscruggs: Sunday Night Football next week will be #Cowboys at #Redskins per sources from @AdamSchefter #NFL,4
1277,"Update: 3)Nfl Playoff Picture, 4)Dallas Cowboys, 5)Russell Wilson.",2
1278,Darrell Green Washington Redskins Red NFL Premier Throwback Jersey - 3XL: He's your favorite old school player a... http://t.co/r7vcwXOx,2
1279,@DivaDrevia What about tho Redskins!,2
1280,I feel like @morgantownmikey would appreciate this. #redskins #capitals #nationals #wizards #allthingsDC http://t.co/SVk7dlaX,2
1281,"But on a Happier note, my @Redskins won. #HTTR",2
1282,"Dion high as shyt RT @juscallmeace: RT @InsideNFLMedia ""The Washington Redskins have best (cont) http://t.co/Gh60sDfm",2
1283,#redskins win and they're in!!!! is it Sunday yet!?!!? @washingtonpost #wewantDallas #cowboys #HTTR #redskin http://t.co/qhrOXtZA,2
1284,"As I predicted las week, the #Redskins Cowboys game has been moved to National TV (8:20PM) Skins will win Division title on big stage #HTTR",2
1285,@believernangels so so true. #Philadelphia is especially #UGLY when it comes to #Redskins #Eagles. It is not the city of brotherly love.,2
1286,Ohhh well you already know Redskins are gonna win 👍,2
1287,@Redskins @extremeskins 10 second runoff!,2
1288,"Ok @Lizzs_Lockeroom now I’m sold, RGIII as ROY in the NFL! His stats are stupid! #iseeyouson #hailtotheredskins http://t.co/PPKWlvGM",2
1289,Somebody say #Redskins and #Playoffs in the same sentence...glad those Mayans were idiots... #HTTR,2
1290,#SuryaRay #Surya Five observations from the Redskins' win over the Eagles http://t.co/83yAvKEn @suryaray @suryaray3,2
1291,You're 50% alright with me! RT @Lizzs_Lockeroom: #Knicks #Hoyas #Wolverines #Redskins,2
1292,RT @MBC_DREAMCHASER: @DivaDrevia What about tho Redskins!,2
1293,The Washington Redskins,2
1294,Omg I just ticket prices fkr the cowboys redskins game !! Fuck thats an arm n a leg right there :/,2
1295,@AlGaldi @redskins we sucked,2
1296,"Redskins, Cowboys, Vikings are win and in. All playoff scenarios: http://t.co/CSoTG3Gd",2
1297,@THEREAL_NR lls. Cowboys and Redskins party at the crib! How you goin' act?,2
1298,1. Happy Holidays 2. Santa Tracker (★New) 3. NFL playoff picture (↓) 4. Dallas Cowboys (↓) 5. Russell Wilson (↓)  #Trend,2
1299,#15thingsilove the braves redskins and heat,2
1300,5 teams play for 2 spots in the playoffs next week. Exciting finish. Go Redskins! Go Vikings! #NFL #denveralltheway,2
1301,Im glad redskins finally makin moves they fans been waitin too damn long,2
1302,RT @ravensbuzztap: Baltimore Sun >> Cowboys-Redskins game flexed to Sunday night http://t.co/C5KW6YtW,4
1303,#Witten Sets Single #Season #Record For Catches By Tight End http://t.co/K1SCgq6A via @Cowboys,2
1304,Redskins bring back... http://t.co/zAW8Q7yB #ChrisCooley #WashingtonRedskins,2
1305,"RT @fishsports: Freshly-baked, straight from NFL: NFC Playoff Scenarios, starring your #Cowboys ! http://t.co/NoLlAXQY",2
1306,#HTTR  RT @_PurpKobain: Redskins Have Broken NFL Records In 13 Of 15 Games,2
1307,Redskins best be winning next week ya hear,2
1308,@ThePCreamer Hail to the Redskins!,8
1309,After the redskins beat them cowboys will @Wale be on @ESPN_FirstTake?,2
1310,wit a this redskins hype i almost forgot my #notredamefightingirish are less than 2 weeks away from a #BCS national ship....!!!,2
1311,"The Redskins got moved up to prime time! I get to watch on Sunday night now, YES.",4
1312,"Now, lets just talk about those Redskins. #DeservedAWin @TruckNeild <3",2
1313,Redskins beat Dallas next week and we are in the playoffs! #NFCEast #HTTR,2
1314,@Redskins @rak98 @AdamCarriker94 @RGIII @lindsers87 all I want for Christmas is to #BeatThoseCowgirls #HTTR,2
1315,Redskins will win the devision,2
1316,Hope Cowboys beat the Redskins next week,2
1317,The @Redskins are relevant in December #HTTR,2
1318,Dragons breath. #dope #photography #dragonsden #ricardomarcusk #rmkstudios #smoke #redskins http://t.co/jn4jCeVc,2
1319,@Cowboys107Boys @d_harris17 @dallascowboys let's get that title. #CowboysNation,2
1320,Cowboys will face Redskins in NFC East title game void of momentum after loss to Saints in OT ... http://t.co/ZRXe19kA,2
1321,RT @Noseaa: Im glad redskins finally makin moves they fans been waitin too damn long,2
1322,Jason Witten sets TE record in Cowboys loss #NFL #FantasyFootball http://t.co/mONUM9pX,2
1323,Aside from my packers I would actually love to see the Redskins go far.,2
1324,"Tony Romo, Dallas Cowboys ... http://t.co/t0oluEQ2 #DallasCowboys",2
1325,@kevinwyne #primetime. #CowboysNation #redskins #youready??  #gameon,2
1326,@TheSandiestMan cowboys beat redskins win division. Skins still make playoffs with bears and viking loss,2
1327,DALLAS COWBOYS washington REDSKINS FOR NFC EAST TITLE HAS BEEN MOVED TO SUNDAY NIGHT 715 PRIMETIME #COWBOY http://t.co/GkyN3a9y,4
1328,"Xmas Eve Rewind: http://t.co/xqKY87I7 Takes on #49ers, #Saints, #Packers, #Texans, #Redskins, #Steelers, #Giants, #Chiefs, #Rams & more",2
1329,Redskins & Broncos classic superbowl,2
1330,"Best thing about flexing #Redskins - #Cowboys is NO TROY ACHEMAN AMIRITE?? Oh yes, I'm rite!!!!",2
1331,REDSKINS VS COWBOYS 720 PM December 30th @ Washington #RG3,2
1332,@ESPN_FirstTake @dallascowboys @RealSkipBayless Stephen A.The Cowboys have been playing without 5 starters for about 6 games.  Come on man.,2
1333,U not following bak “@TheJadax: #REDSKINS fans let me know if I'm not following back”,2
1334,"@nfl packers vs vikings & redskins vs cowboys, you can miss a lunch with jesus but not those 2games..",2
1335,"So, I think I found my future wife.  @RG3Woman I now know what the perfect woman looks like, She's a Redskins fan. #httr",2
1336,RT @TheJadax: I want my TL 99% redskins tweets....rest of y'all fucks gotta go,1
1337,#Hoyas #Hokies #Wizards #Redskins RT @Lizzs_Lockeroom: #Knicks #Hoyas #Wolverines #Redskins,2
1338,Even tho the Cowboys lost yesterday they still have a chance with beating the Redskins next week so they still got this!! #CowboysNation,2
1339,@Mauer83 #Colts won 2 games in 2011 now have 10 this season. #Redskins won 5 in 2011 have 9 in 2012. #Seahawks won 7 in 2011 & 10 in 12,2
1340,@bkepps1 @bigdogbowden another reason not to be a redskins fan. Collin likes them right @big_mike35,2
1341,"@ESPN_FirstTake The Washington Redskins,and Ill tell you why RG3!",2
1342,RT @LILCOREY_TRILL: Redskins will win the devision,2
1343,Cowboys vs. Redskins next week NFC East championship on the line,2
1344,“@LifeAsBros: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @Robert_Fontana,2
1345,"#Fox, #NBC vie for piece of Cowboys-Redskins showdown - http://t.co/WHAhTziz http://t.co/Gthtwep7 #NFL @Cowboys <--- #NBC won this battle!",2
1346,@ESPN_FirstTake @dallascowboys @RealSkipBayless  Once again the Cowboys play with their fans emotions!,2
1347,"Redskins vs Dallas, Sunday Night Football, in week 17, for the NFC East Championship?! Talk about perfect!",4
1348,Cowboys at Redskins this Sunday for the NFC East title. #Skins win 31-21,2
1349,GOOD NEWS- Cowboy V Redskins Dec 30th. Winner takes all! (plus Cowboys cheerleader gallery here!) http://t.co/y5Ym2ZkW …,2
1350,#sports #news Redskins beat Eagles as RGIII shines and fans hold their breath - Washington Post (blog),2
1351,@Redskins Alfred Morris is a beast!,2
1352,Winner takes all next week. #cowboysvs.redskins #COWBOYNATION,2
1353,Sunday Night Football Dallas Cowboys Vs Washington Redskins,4
1354,Kinda looking forward to that Cowboys Redskins game next Sunday lol,2
1355,"RT @raysivley: Ok @Lizzs_Lockeroom now I’m sold, RGIII as ROY in the NFL! His stats are stupid! #iseeyouson #hailtotheredskins http://t. ...",2
1356,Oh #eagles fans y'all thought I 4got!!! #HTTR #redskins #rg3 #nfceast  😂😂😂😂 http://t.co/Ga5V2ykm,2
1357,@gojanigeorge hell yeah I fuckin love the redskins,2
1358,"RT @HogsHaven: For those that missed it, #Redskins Cowboys got flexed to Sunday Night Football.",4
1359,Lol even people on ESPN say redskins get lucky,2
1360,RT @TheHogsdotNet: I could go on & on this week about how much I love my #Redskins & how much I hate the Cowboys... so I will. C ...,2
1361,@Jaimee_Marshall Giants have to beat the Eagles. Cowboys have to lose to the Redskins. And the Vikings have to lose to the Packers...,2
1362,"Woke up, pinched myself went to http://t.co/vDfhyO55, pinched myself again. Skins are really 9-6. Means nothing without a win this week tho",2
1363,"HAHA this guy on sport-center is redic 
Saying Washington is gonna kill Dallas to get into playoffs.... Redskins got lucky to beat Philly..",2
1364,"@xPeyNiss_  What I Tell You, The Redskins Was Gonna Win,,,, #HTTR",2
1365,Seahawks was happy as shit they beat the redskins,2
1366,"The giants need the bears cowboys and Vikings to lose to make it in
Bears vs lions
Vikings vs packers
Cowboys vs redskins 
Never know 😉😏🙏",2
1367,Was at the game for a great victory @Redskins one more baby #HTTR,2
1368,@ESPN_FirstTake @dallascowboys @realskipbayless Dallas who?,2
1369,Cowboys vs Redskins now on Sunday Night Football on NBC! http://t.co/IDfAVqzo,4
1370,HAIL #Redskins http://t.co/xqPWovYj,8
1371,Cowboys-Redskins off to prime time - ESPN: Bleacher ReportCowboys-Redskins off to prime timeESPN..... http://t.co/7iCoNznA #cowboys #nfl,4
1372,Redskins play the Cowboys Sunday night football http://t.co/fgo91ELY,4
1373,@nfl lets go redskins!! They are going to win the Super Bowl this year!!!!,2
1374,"""The Redskins been flat out balling"" Stephen A Smith is hip !!!",2
1375,Redskins going to win tho too much running game,2
1376,"@SportsCenter @dallascowboys @Redskins And with this type of analysis, we can see why Jaws is relegated to doing crap interviews on Mondays",2
1377,Secuelas de la Fecha 16 en la #NFL: En apenas 15 juegos Jason Witten de #Cowboys impone nueva marca de recepciones (103) para alas cerradas.,2
1378,Redskins will lose on sunday with RG3 being a pocket passer,2
1379,@CMyllz_xox here's to hoping that the Redskins make a repeat performance.,2
1380,Just came up on some Redskins/Cowboys tickets for next week...#Win,2
1381,I want a ticket to the Redskins vs Cowboys game.. I'm finna treat myself..,2
1382,"I love how EVERYONE is back on the #Cowboys wagon after they were declaring them ""dead""... #NFL",2
1383,"@DezBryant Merry Christmas, Dez! You carried that game yesterday. Now, let's get those Redskins! Hugs!",2
1384,RT @NatsNCraftBeer: I'm ready to hunt Cowboys Sunday night... Who's with me.... HAIL TO THE REDSKINS! #HTTR,4
1385,...cause the Redskins are gonna win 😝,2
1386,"RT @BusinessmanQuan: ""The Redskins been flat out balling"" Stephen A Smith is hip !!!",2
1387,"""The way Tony Romo is playing right now leads me to believe he can go into Washington & win that game,"" -Jaws on @dallascowboys"" @KDTrey5",2
1388,The Pete Carroll-Mike Shanahan-Pagano/Arians Coach of the Year showdown is epic. I'm leaning Carroll. #Seahawks #Redskins #Colts,2
1389,@SportsCenter: The way Tony Romo is playing right now leads me to believe he can go into Washington & win that game -Jaws on @dallascowboys,2
1390,"RT @Xav0_0: Anybody ready to agree with me yet? Redskins, best team in the NFC East",2
1391,Hail to the Redskins! One more game to go and then it is PLAYOFFS!!!,8
1392,@Trippy_swagg6 yea we can if we beat the redskins next week,2
1393,RT @TJ23King: Fuck the redskins!!,2
1394,RT @Cowboys107Boys: We got this Game Next Week #CowboyNation #Believe @D_Harris17 @dallascowboys,2
1395,"Always excellent work from John RT @john_keim from last night... Ten Observations: #Redskins 27, Eagles 20 |  http://t.co/9xqF6SXI",2
1396,Cowboys gon beat the Redskins next week,2
1397,Yea my @redskins winning nxt week! @RealSkipBayless,2
1398,"@SportsCenter @dallascowboys @Redskins bold statement Jaws, Romo was 3 and out at home in OT against losing Saints",2
1399,Love Monday's paper when the Redskins are winning! HTTR! http://t.co/Pavrtt7y,2
1400,Headed to philly.....and we wearing redskins gear #TheyMad,2
1401,@AlfieBCC @GreggDoyelCBS least valuable NFL franchise is like ugliest Dallas Cowboys cheerleader.,2
1402,NFL flexes Dallas CowboysWashington Redskins game NFLcom http://t.co/94WRmJvi,2
1403,"#NFL Sólo #Redskins, #Cowboys y #Vikings califican a postemporada ganando; #Bears y #Giants necesitan combinaciones.",2
1404,RT @JoeFisher8: @AlfieBCC @GreggDoyelCBS least valuable NFL franchise is like ugliest Dallas Cowboys cheerleader.,2
1405,blogged: Cowboys-Redskins off to prime time - *New Orleans improves to 7-8 on t... http://t.co/l8eOmB4D,4
1406,Redskins beat Eagles as RGIII shines and fans hold their breath - Washington Post (blog): The Associated PressRe... http://t.co/UAZ5VCTH,2
1407,@TheJordanTh0mas Redskins all day,2
1408,Redskins beat Eagles as RGIII shines and fans hold their breath - Washington Post (blog) http://t.co/FpyktE1o,2
1409,Believe it or not..... I see the Cowboys winning in Washington..... Redskins are overrated to me,2
1410,RT @TheHogsdotNet: If you live in DC & get to your closet & have to make a decision between a #Redskins & #Cowboys jersey... ...,2
1411,@DallasCowboys Christmas :-) My little #Cowboys starfish.. http://t.co/pfMzDG6c,2
1412,"@stephenasmith That's disrespectful to the Redskins, to say they'll win, b/c DAL will find a way to lose. Give Washington their due.",2
1413,"@DAZZUBEATS saints defense HORRIBLE Bruh lol they up there with the redskins pass defense , smith a game manager , kap a game changer",2
1414,I heard the same thing. Crazy Right? RT @DragonflyJonez: Man I heard the Redskins won 6 straight and are 4-0 in their last 4 division games.,2
1415,"Nah with a with by the Giants, Packers and redskins we're in. RT @Rocfranchisetse: “@ESPN_FirstTake: Are the Giants done?” Yea",2
1416,"@ESPN_FirstTake just because of the way the season has been, the Cowboys would make the playoffs and the Redskins would lose after all that.",2
1417,@SI_PeterKing Russel Wilson would have been benched months ago if he had the Redskins defense. Griffin is pretty clear OROY,2
